bill_id,customer_id,medicine,quantity,price,total,date,city
965,68,Aspirin,8,408,3264,2026-03-22 10:44:55.765437,Kolkata
966,151,Insulin,4,364,1456,2026-01-21 10:44:55.765437,Mumbai
967,196,Antacid,3,224,672,2026-03-11 10:44:55.765437,Bangalore
968,53,Antacid,5,313,1565,2026-02-15 10:44:55.765437,Delhi
969,16,Insulin,2,283,566,2026-01-23 10:44:55.765437,Kolkata
970,143,Antacid,2,21,42,2026-02-02 10:44:55.765437,Delhi
971,26,Insulin,2,381,762,2026-03-04 10:44:55.765437,Bangalore
972,69,Amoxicillin,8,472,3776,2026-02-26 10:44:55.765437,Delhi
973,81,Vitamin C,6,247,1482,2026-04-07 10:44:55.765437,Delhi
974,22,Insulin,6,193,1158,2026-02-07 10:44:55.765437,Bangalore
975,79,Amoxicillin,5,268,1340,2026-03-09 10:44:55.765437,Kolkata
976,29,Aspirin,8,205,1640,2026-01-22 10:44:55.765437,Kolkata
977,106,Amoxicillin,5,391,1955,2026-02-17 10:44:55.765437,Delhi
978,143,Aspirin,5,444,2220,2026-04-04 10:44:55.765437,Delhi
979,45,Vitamin C,2,232,464,2026-04-13 10:44:55.765437,Kolkata
980,47,Paracetamol,6,87,522,2026-02-02 10:44:55.765437,Bangalore
981,23,Insulin,7,409,2863,2026-01-29 10:44:55.765437,Kolkata
982,58,Vitamin C,1,40,40,2026-01-25 10:44:55.765437,Kolkata
983,51,Antacid,8,298,2384,2026-04-02 10:44:55.765437,Mumbai
984,148,Insulin,9,484,4356,2026-02-17 10:44:55.765437,Kolkata
985,82,Paracetamol,6,80,480,2026-02-24 10:44:55.765437,Mumbai
986,94,Insulin,10,393,3930,2026-03-02 10:44:55.765437,Mumbai
987,19,Insulin,3,445,1335,2026-01-25 10:44:55.765437,Kolkata
988,119,Paracetamol,8,158,1264,2026-04-12 10:44:55.765437,Delhi
989,55,Paracetamol,8,107,856,2026-04-09 10:44:55.765437,Kolkata
990,107,Amoxicillin,7,149,1043,2026-02-12 10:44:55.765437,Mumbai
991,3,Aspirin,4,46,184,2026-02-18 10:44:55.765437,Delhi
992,197,Cough Syrup,8,35,280,2026-02-28 10:44:55.765437,Kolkata
993,108,Vitamin C,6,469,2814,2026-04-18 10:44:55.765437,Bangalore
994,97,Ibuprofen,4,444,1776,2026-03-31 10:44:55.765437,Mumbai
995,22,Insulin,8,313,2504,2026-04-13 10:44:55.765437,Delhi
996,154,Paracetamol,1,24,24,2026-03-24 10:44:55.765437,Delhi
997,177,Aspirin,7,187,1309,2026-03-28 10:44:55.765437,Mumbai
998,54,Insulin,5,163,815,2026-02-09 10:44:55.765437,Delhi
999,147,Aspirin,9,20,180,2026-03-12 10:44:55.765437,Bangalore
1000,46,Paracetamol,8,156,1248,2026-03-27 10:44:55.765437,Kolkata
1001,57,Insulin,8,273,2184,2026-03-02 10:44:55.765437,Kolkata
1002,99,Vitamin C,4,66,264,2026-02-06 10:44:55.765437,Delhi
1003,110,Amoxicillin,7,281,1967,2026-03-31 10:44:55.765437,Bangalore
1004,57,Cough Syrup,9,418,3762,2026-03-30 10:44:55.765437,Kolkata
1005,35,Insulin,10,411,4110,2026-03-13 10:44:55.765437,Kolkata
1006,54,Insulin,5,499,2495,2026-03-16 10:44:55.765437,Bangalore
1007,178,Aspirin,8,340,2720,2026-04-02 10:44:55.765437,Delhi
1008,178,Vitamin C,1,275,275,2026-03-22 10:44:55.765437,Delhi
1009,129,Paracetamol,6,364,2184,2026-03-06 10:44:55.765437,Bangalore
1010,117,Ibuprofen,7,467,3269,2026-04-10 10:44:55.765437,Delhi
1011,95,Vitamin C,10,55,550,2026-02-04 10:44:55.765437,Bangalore
1012,25,Antacid,9,331,2979,2026-02-07 10:44:55.765437,Delhi
1013,73,Antacid,8,448,3584,2026-03-01 10:44:55.765437,Delhi
1014,49,Paracetamol,2,419,838,2026-01-21 10:44:55.765437,Mumbai
1015,161,Ibuprofen,4,433,1732,2026-03-12 10:44:55.765437,Mumbai
1016,128,Aspirin,3,358,1074,2026-03-11 10:44:55.765437,Kolkata
1017,119,Cough Syrup,6,411,2466,2026-02-18 10:44:55.765437,Kolkata
1018,117,Insulin,8,209,1672,2026-02-22 10:44:55.765437,Kolkata
1019,190,Paracetamol,6,57,342,2026-04-17 10:44:55.765437,Delhi
1020,187,Aspirin,3,29,87,2026-02-16 10:44:55.765437,Bangalore
1021,2,Paracetamol,1,70,70,2026-01-31 10:44:55.765437,Delhi
1022,77,Antacid,6,302,1812,2026-01-21 10:44:55.765437,Kolkata
1023,133,Ibuprofen,9,97,873,2026-03-15 10:44:55.765437,Delhi
1024,156,Cough Syrup,6,343,2058,2026-01-31 10:44:55.765437,Delhi
1025,121,Paracetamol,9,167,1503,2026-03-07 10:44:55.765437,Delhi
1026,17,Insulin,2,169,338,2026-03-17 10:44:55.765437,Mumbai
1027,133,Aspirin,4,466,1864,2026-04-17 10:44:55.765437,Mumbai
1028,125,Antacid,3,91,273,2026-02-19 10:44:55.765437,Bangalore
1029,153,Paracetamol,3,356,1068,2026-02-06 10:44:55.765437,Delhi
1030,57,Antacid,8,155,1240,2026-03-13 10:44:55.765437,Mumbai
1031,177,Vitamin C,1,139,139,2026-03-04 10:44:55.765437,Kolkata
1032,50,Antacid,1,390,390,2026-04-09 10:44:55.765437,Bangalore
1033,27,Aspirin,2,113,226,2026-03-04 10:44:55.765437,Mumbai
1034,126,Amoxicillin,1,362,362,2026-03-27 10:44:55.765437,Delhi
1035,198,Paracetamol,7,300,2100,2026-01-27 10:44:55.765437,Mumbai
1036,157,Insulin,9,438,3942,2026-04-16 10:44:55.765437,Kolkata
1037,92,Amoxicillin,3,327,981,2026-03-16 10:44:55.765437,Kolkata
1038,143,Paracetamol,7,215,1505,2026-02-20 10:44:55.765437,Delhi
1039,179,Amoxicillin,9,172,1548,2026-02-01 10:44:55.765437,Mumbai
1040,137,Insulin,1,307,307,2026-02-22 10:44:55.765437,Kolkata
1041,46,Paracetamol,6,234,1404,2026-02-27 10:44:55.765437,Delhi
1042,152,Aspirin,5,397,1985,2026-04-01 10:44:55.765437,Kolkata
1043,124,Antacid,3,373,1119,2026-03-20 10:44:55.765437,Kolkata
1044,191,Aspirin,7,100,700,2026-04-11 10:44:55.765437,Delhi
1045,157,Vitamin C,8,196,1568,2026-03-27 10:44:55.765437,Mumbai
1046,66,Insulin,3,68,204,2026-02-22 10:44:55.765437,Delhi
1047,179,Insulin,4,410,1640,2026-03-22 10:44:55.765437,Mumbai
1048,114,Vitamin C,4,89,356,2026-01-26 10:44:55.765437,Delhi
1049,5,Cough Syrup,4,219,876,2026-01-23 10:44:55.765437,Delhi
1050,5,Paracetamol,7,376,2632,2026-04-02 10:44:55.765437,Kolkata
1051,83,Amoxicillin,5,268,1340,2026-03-15 10:44:55.765437,Delhi
1052,57,Cough Syrup,8,450,3600,2026-01-31 10:44:55.765437,Bangalore
1053,98,Ibuprofen,6,378,2268,2026-03-08 10:44:55.765437,Bangalore
1054,4,Vitamin C,8,121,968,2026-01-27 10:44:55.765437,Kolkata
1055,117,Insulin,8,272,2176,2026-04-06 10:44:55.765437,Mumbai
1056,47,Aspirin,6,454,2724,2026-02-08 10:44:55.765437,Bangalore
1057,125,Vitamin C,7,183,1281,2026-04-06 10:44:55.765437,Delhi
1058,61,Aspirin,10,463,4630,2026-04-11 10:44:55.765437,Delhi
1059,29,Amoxicillin,5,36,180,2026-04-07 10:44:55.765437,Mumbai
1060,17,Aspirin,3,113,339,2026-03-24 10:44:55.765437,Mumbai
1061,64,Cough Syrup,2,291,582,2026-01-26 10:44:55.765437,Mumbai
1062,39,Paracetamol,7,305,2135,2026-03-07 10:44:55.765437,Mumbai
1063,180,Ibuprofen,3,226,678,2026-03-27 10:44:55.765437,Bangalore
1064,26,Amoxicillin,8,168,1344,2026-03-02 10:44:55.765437,Mumbai
1065,21,Insulin,7,181,1267,2026-03-29 10:44:55.765437,Kolkata
1066,149,Ibuprofen,7,484,3388,2026-03-14 10:44:55.765437,Kolkata
1067,157,Ibuprofen,8,387,3096,2026-02-20 10:44:55.765437,Bangalore
1068,88,Ibuprofen,8,356,2848,2026-04-11 10:44:55.765437,Kolkata
1069,175,Ibuprofen,4,449,1796,2026-03-01 10:44:55.765437,Bangalore
1070,99,Vitamin C,3,415,1245,2026-02-07 10:44:55.765437,Kolkata
1071,119,Antacid,6,122,732,2026-03-09 10:44:55.765437,Bangalore
1072,65,Ibuprofen,10,295,2950,2026-01-23 10:44:55.765437,Mumbai
1073,19,Amoxicillin,10,163,1630,2026-03-14 10:44:55.765437,Bangalore
1074,100,Antacid,10,231,2310,2026-02-17 10:44:55.765437,Delhi
1075,46,Amoxicillin,7,144,1008,2026-03-27 10:44:55.765437,Mumbai
1076,24,Paracetamol,7,45,315,2026-03-26 10:44:55.765437,Mumbai
1077,58,Insulin,8,251,2008,2026-03-12 10:44:55.765437,Bangalore
1078,34,Aspirin,2,310,620,2026-01-26 10:44:55.765437,Bangalore
1079,75,Cough Syrup,10,253,2530,2026-03-27 10:44:55.765437,Mumbai
1080,83,Vitamin C,7,161,1127,2026-02-01 10:44:55.765437,Delhi
1081,78,Paracetamol,6,434,2604,2026-04-05 10:44:55.765437,Bangalore
1082,135,Paracetamol,4,49,196,2026-02-26 10:44:55.765437,Bangalore
1083,144,Amoxicillin,7,379,2653,2026-03-05 10:44:55.765437,Delhi
1084,43,Vitamin C,6,356,2136,2026-01-27 10:44:55.765437,Bangalore
1085,74,Paracetamol,6,199,1194,2026-03-16 10:44:55.765437,Mumbai
1086,124,Cough Syrup,3,44,132,2026-02-03 10:44:55.765437,Kolkata
1087,48,Paracetamol,6,178,1068,2026-04-19 10:44:55.765437,Mumbai
1088,191,Cough Syrup,4,292,1168,2026-04-11 10:44:55.765437,Bangalore
1089,15,Vitamin C,6,321,1926,2026-02-04 10:44:55.765437,Delhi
1090,99,Amoxicillin,4,335,1340,2026-03-25 10:44:55.765437,Delhi
1091,34,Insulin,1,28,28,2026-03-04 10:44:55.765437,Kolkata
1092,34,Cough Syrup,4,83,332,2026-04-03 10:44:55.765437,Mumbai
1093,42,Cough Syrup,7,437,3059,2026-03-03 10:44:55.765437,Bangalore
1094,80,Paracetamol,10,23,230,2026-04-17 10:44:55.765437,Delhi
1095,127,Ibuprofen,5,485,2425,2026-03-14 10:44:55.765437,Kolkata
1096,137,Antacid,7,317,2219,2026-03-17 10:44:55.765437,Bangalore
1097,179,Aspirin,3,114,342,2026-02-16 10:44:55.765437,Mumbai
1098,32,Paracetamol,3,299,897,2026-02-17 10:44:55.765437,Bangalore
1099,96,Paracetamol,8,354,2832,2026-02-20 10:44:55.765437,Bangalore
1100,191,Vitamin C,6,186,1116,2026-04-01 10:44:55.765437,Bangalore
1101,127,Aspirin,9,251,2259,2026-03-31 10:44:55.765437,Mumbai
1102,26,Antacid,7,109,763,2026-04-19 10:44:55.765437,Delhi
1103,41,Aspirin,9,415,3735,2026-01-25 10:44:55.765437,Bangalore
1104,92,Aspirin,5,136,680,2026-04-01 10:44:55.765437,Mumbai
1105,113,Paracetamol,5,477,2385,2026-04-19 10:44:55.765437,Kolkata
1106,152,Aspirin,9,370,3330,2026-02-18 10:44:55.765437,Mumbai
1107,93,Insulin,3,479,1437,2026-03-24 10:44:55.765437,Mumbai
1108,135,Insulin,6,492,2952,2026-03-17 10:44:55.765437,Mumbai
1109,183,Insulin,1,45,45,2026-02-14 10:44:55.765437,Kolkata
1110,137,Antacid,7,410,2870,2026-04-01 10:44:55.765437,Bangalore
1111,190,Ibuprofen,2,21,42,2026-02-24 10:44:55.765437,Mumbai
1112,82,Paracetamol,10,321,3210,2026-04-07 10:44:55.765437,Delhi
1113,145,Vitamin C,8,134,1072,2026-03-19 10:44:55.765437,Mumbai
1114,136,Antacid,1,362,362,2026-01-19 10:44:55.765437,Kolkata
1115,161,Amoxicillin,3,161,483,2026-03-30 10:44:55.765437,Kolkata
1116,160,Cough Syrup,9,454,4086,2026-01-29 10:44:55.765437,Mumbai
1117,193,Antacid,4,495,1980,2026-02-26 10:44:55.765437,Bangalore
1118,110,Cough Syrup,3,297,891,2026-01-25 10:44:55.765437,Kolkata
1119,154,Cough Syrup,5,437,2185,2026-02-02 10:44:55.765437,Bangalore
1120,22,Vitamin C,4,418,1672,2026-02-13 10:44:55.765437,Kolkata
1121,156,Aspirin,4,144,576,2026-01-24 10:44:55.765437,Kolkata
1122,153,Ibuprofen,9,244,2196,2026-02-19 10:44:55.765437,Delhi
1123,143,Antacid,6,92,552,2026-03-26 10:44:55.765437,Kolkata
1124,166,Aspirin,3,57,171,2026-01-31 10:44:55.765437,Mumbai
1125,106,Antacid,4,414,1656,2026-04-13 10:44:55.765437,Delhi
1126,74,Aspirin,3,41,123,2026-02-25 10:44:55.765437,Kolkata
1127,61,Ibuprofen,7,315,2205,2026-03-07 10:44:55.765437,Mumbai
1128,189,Paracetamol,9,422,3798,2026-01-21 10:44:55.765437,Kolkata
1129,154,Vitamin C,6,167,1002,2026-04-16 10:44:55.765437,Bangalore
1130,59,Cough Syrup,1,482,482,2026-04-04 10:44:55.765437,Bangalore
1131,75,Ibuprofen,1,177,177,2026-03-13 10:44:55.765437,Delhi
1132,130,Vitamin C,3,382,1146,2026-02-22 10:44:55.765437,Bangalore
1133,20,Insulin,2,344,688,2026-02-08 10:44:55.765437,Delhi
1134,89,Antacid,1,91,91,2026-04-14 10:44:55.765437,Mumbai
1135,164,Vitamin C,3,328,984,2026-04-01 10:44:55.765437,Delhi
1136,168,Vitamin C,8,209,1672,2026-03-15 10:44:55.765437,Mumbai
1137,14,Paracetamol,10,220,2200,2026-03-29 10:44:55.765437,Bangalore
1138,159,Aspirin,6,249,1494,2026-02-25 10:44:55.765437,Kolkata
1139,27,Paracetamol,8,336,2688,2026-03-15 10:44:55.765437,Mumbai
1140,79,Aspirin,9,120,1080,2026-01-25 10:44:55.765437,Mumbai
1141,84,Amoxicillin,4,461,1844,2026-03-06 10:44:55.765437,Kolkata
1142,95,Antacid,3,52,156,2026-01-26 10:44:55.765437,Kolkata
1143,156,Insulin,8,383,3064,2026-01-26 10:44:55.765437,Mumbai
1144,85,Insulin,2,73,146,2026-04-18 10:44:55.765437,Mumbai
1145,195,Antacid,8,122,976,2026-02-23 10:44:55.765437,Bangalore
1146,84,Insulin,3,158,474,2026-04-13 10:44:55.765437,Bangalore
1147,100,Antacid,9,40,360,2026-03-18 10:44:55.765437,Delhi
1148,49,Cough Syrup,1,196,196,2026-01-21 10:44:55.765437,Kolkata
1149,161,Ibuprofen,8,289,2312,2026-04-19 10:44:55.765437,Delhi
1150,173,Antacid,6,253,1518,2026-01-19 10:44:55.765437,Bangalore
1151,99,Amoxicillin,10,397,3970,2026-01-22 10:44:55.765437,Delhi
1152,133,Vitamin C,1,162,162,2026-03-06 10:44:55.765437,Delhi
1153,5,Antacid,1,195,195,2026-01-31 10:44:55.765437,Bangalore
1154,119,Ibuprofen,1,142,142,2026-02-04 10:44:55.765437,Bangalore
1155,51,Cough Syrup,4,123,492,2026-03-01 10:44:55.765437,Mumbai
1156,132,Cough Syrup,1,357,357,2026-01-25 10:44:55.765437,Bangalore
1157,138,Paracetamol,4,272,1088,2026-04-17 10:44:55.765437,Mumbai
1158,35,Aspirin,4,417,1668,2026-01-23 10:44:55.765437,Kolkata
1159,110,Paracetamol,5,265,1325,2026-01-28 10:44:55.765437,Kolkata
1160,185,Aspirin,2,41,82,2026-01-28 10:44:55.765437,Kolkata
1161,157,Paracetamol,3,134,402,2026-02-16 10:44:55.765437,Mumbai
1162,197,Cough Syrup,7,277,1939,2026-04-13 10:44:55.765437,Kolkata
1163,67,Insulin,4,479,1916,2026-02-15 10:44:55.765437,Bangalore
1164,68,Ibuprofen,2,183,366,2026-02-03 10:44:55.765437,Mumbai
1165,191,Insulin,1,451,451,2026-01-24 10:44:55.765437,Kolkata
1166,32,Cough Syrup,8,148,1184,2026-01-25 10:44:55.765437,Kolkata
1167,180,Ibuprofen,6,327,1962,2026-01-20 10:44:55.765437,Bangalore
1168,47,Aspirin,1,322,322,2026-03-23 10:44:55.765437,Kolkata
1169,102,Vitamin C,2,450,900,2026-02-16 10:44:55.765437,Mumbai
1170,170,Paracetamol,8,43,344,2026-04-04 10:44:55.765437,Bangalore
1171,19,Insulin,2,441,882,2026-02-02 10:44:55.765437,Bangalore
1172,79,Aspirin,7,222,1554,2026-04-15 10:44:55.765437,Delhi
1173,97,Vitamin C,10,218,2180,2026-02-11 10:44:55.765437,Kolkata
1174,194,Amoxicillin,6,35,210,2026-01-20 10:44:55.765437,Delhi
1175,96,Paracetamol,8,361,2888,2026-02-02 10:44:55.765437,Bangalore
1176,64,Aspirin,8,371,2968,2026-02-21 10:44:55.765437,Kolkata
1177,180,Cough Syrup,9,457,4113,2026-03-19 10:44:55.765437,Delhi
1178,44,Aspirin,5,43,215,2026-04-11 10:44:55.765437,Mumbai
1179,124,Cough Syrup,7,84,588,2026-02-04 10:44:55.765437,Kolkata
1180,96,Paracetamol,9,415,3735,2026-02-09 10:44:55.765437,Delhi
1181,10,Ibuprofen,2,281,562,2026-02-11 10:44:55.765437,Delhi
1182,7,Vitamin C,7,456,3192,2026-02-10 10:44:55.765437,Bangalore
1183,117,Vitamin C,5,50,250,2026-01-31 10:44:55.765437,Delhi
1184,123,Aspirin,7,96,672,2026-01-31 10:44:55.765437,Kolkata
1185,81,Aspirin,5,314,1570,2026-03-14 10:44:55.765437,Delhi
1186,71,Paracetamol,7,147,1029,2026-02-21 10:44:55.765437,Kolkata
1187,115,Aspirin,4,219,876,2026-02-14 10:44:55.765437,Kolkata
1188,40,Ibuprofen,1,395,395,2026-03-22 10:44:55.765437,Mumbai
1189,155,Amoxicillin,8,450,3600,2026-03-06 10:44:55.765437,Bangalore
1190,5,Ibuprofen,1,348,348,2026-03-24 10:44:55.765437,Delhi
1191,131,Paracetamol,1,111,111,2026-02-27 10:44:55.765437,Delhi
1192,53,Aspirin,10,388,3880,2026-03-29 10:44:55.765437,Kolkata
1193,30,Paracetamol,9,158,1422,2026-03-07 10:44:55.765437,Mumbai
1194,139,Paracetamol,3,76,228,2026-02-11 10:44:55.765437,Delhi
1195,7,Insulin,1,122,122,2026-02-14 10:44:55.765437,Mumbai
1196,88,Aspirin,8,359,2872,2026-01-28 10:44:55.765437,Delhi
1197,143,Insulin,9,267,2403,2026-02-06 10:44:55.765437,Delhi
1198,62,Paracetamol,2,352,704,2026-02-10 10:44:55.765437,Kolkata
1199,150,Aspirin,4,227,908,2026-01-30 10:44:55.765437,Mumbai
1200,80,Aspirin,9,142,1278,2026-03-24 10:44:55.765437,Mumbai
1201,101,Antacid,7,397,2779,2026-03-16 10:44:55.765437,Delhi
1202,99,Amoxicillin,2,397,794,2026-04-01 10:44:55.765437,Kolkata
1203,79,Vitamin C,1,475,475,2026-03-22 10:44:55.765437,Bangalore
1204,148,Vitamin C,7,472,3304,2026-01-26 10:44:55.765437,Bangalore
1205,134,Amoxicillin,1,459,459,2026-03-27 10:44:55.765437,Bangalore
1206,170,Aspirin,9,73,657,2026-03-10 10:44:55.765437,Delhi
1207,149,Insulin,6,439,2634,2026-04-16 10:44:55.765437,Mumbai
1208,171,Amoxicillin,5,89,445,2026-03-23 10:44:55.765437,Mumbai
1209,57,Ibuprofen,7,409,2863,2026-04-15 10:44:55.765437,Bangalore
1210,52,Ibuprofen,4,314,1256,2026-04-06 10:44:55.765437,Mumbai
1211,185,Ibuprofen,8,455,3640,2026-01-25 10:44:55.765437,Bangalore
1212,83,Ibuprofen,4,432,1728,2026-03-02 10:44:55.765437,Delhi
1213,41,Vitamin C,8,279,2232,2026-02-08 10:44:55.765437,Mumbai
1214,31,Vitamin C,6,414,2484,2026-01-26 10:44:55.765437,Delhi
1215,143,Paracetamol,3,155,465,2026-03-11 10:44:55.765437,Mumbai
1216,137,Cough Syrup,7,122,854,2026-02-15 10:44:55.765437,Delhi
1217,18,Cough Syrup,9,111,999,2026-03-11 10:44:55.765437,Kolkata
1218,45,Cough Syrup,9,395,3555,2026-04-18 10:44:55.765437,Kolkata
1219,81,Amoxicillin,4,158,632,2026-03-03 10:44:55.765437,Mumbai
1220,38,Paracetamol,1,78,78,2026-03-11 10:44:55.765437,Bangalore
1221,146,Amoxicillin,6,255,1530,2026-03-21 10:44:55.765437,Delhi
1222,165,Aspirin,9,414,3726,2026-03-19 10:44:55.765437,Mumbai
1223,186,Ibuprofen,6,436,2616,2026-04-13 10:44:55.765437,Bangalore
1224,147,Vitamin C,10,472,4720,2026-01-20 10:44:55.765437,Delhi
1225,12,Amoxicillin,8,226,1808,2026-02-25 10:44:55.765437,Kolkata
1226,127,Insulin,3,170,510,2026-01-23 10:44:55.765437,Delhi
1227,189,Ibuprofen,4,418,1672,2026-04-18 10:44:55.765437,Mumbai
1228,40,Vitamin C,6,441,2646,2026-03-17 10:44:55.765437,Kolkata
1229,152,Antacid,5,180,900,2026-02-25 10:44:55.765437,Mumbai
1230,42,Antacid,7,448,3136,2026-03-29 10:44:55.765437,Bangalore
1231,94,Cough Syrup,7,92,644,2026-02-24 10:44:55.765437,Delhi
1232,97,Aspirin,5,291,1455,2026-03-19 10:44:55.765437,Delhi
1233,111,Amoxicillin,5,218,1090,2026-03-11 10:44:55.765437,Mumbai
1234,78,Ibuprofen,4,390,1560,2026-02-26 10:44:55.765437,Delhi
1235,123,Antacid,8,29,232,2026-02-26 10:44:55.765437,Delhi
1236,173,Vitamin C,6,108,648,2026-03-22 10:44:55.765437,Mumbai
1237,97,Antacid,3,383,1149,2026-02-13 10:44:55.765437,Delhi
1238,79,Insulin,8,204,1632,2026-02-24 10:44:55.765437,Mumbai
1239,177,Aspirin,3,260,780,2026-02-08 10:44:55.765437,Bangalore
1240,24,Antacid,3,410,1230,2026-01-25 10:44:55.765437,Bangalore
1241,97,Aspirin,4,292,1168,2026-03-14 10:44:55.765437,Mumbai
1242,22,Paracetamol,4,216,864,2026-03-13 10:44:55.765437,Mumbai
1243,21,Paracetamol,6,144,864,2026-03-28 10:44:55.765437,Mumbai
1244,43,Vitamin C,8,67,536,2026-03-05 10:44:55.765437,Mumbai
1245,25,Amoxicillin,8,418,3344,2026-02-21 10:44:55.765437,Mumbai
1246,139,Antacid,6,164,984,2026-02-12 10:44:55.765437,Bangalore
1247,172,Aspirin,2,358,716,2026-03-23 10:44:55.765437,Delhi
1248,79,Amoxicillin,6,23,138,2026-03-01 10:44:55.765437,Mumbai
1249,48,Vitamin C,5,427,2135,2026-02-26 10:44:55.765437,Bangalore
1250,7,Amoxicillin,8,500,4000,2026-04-19 10:44:55.765437,Delhi
1251,67,Antacid,2,104,208,2026-02-15 10:44:55.765437,Bangalore
1252,113,Insulin,9,47,423,2026-02-11 10:44:55.765437,Delhi
1253,139,Insulin,4,41,164,2026-04-02 10:44:55.765437,Bangalore
1254,16,Vitamin C,2,372,744,2026-02-26 10:44:55.765437,Kolkata
1255,157,Paracetamol,8,310,2480,2026-02-16 10:44:55.765437,Mumbai
1256,184,Amoxicillin,4,169,676,2026-02-17 10:44:55.765437,Bangalore
1257,29,Insulin,6,413,2478,2026-02-03 10:44:55.765437,Kolkata
1258,97,Insulin,9,120,1080,2026-03-10 10:44:55.765437,Bangalore
1259,43,Aspirin,10,315,3150,2026-04-13 10:44:55.765437,Kolkata
1260,127,Paracetamol,8,296,2368,2026-02-12 10:44:55.765437,Delhi
1261,67,Cough Syrup,9,461,4149,2026-04-02 10:44:55.765437,Mumbai
1262,147,Ibuprofen,8,375,3000,2026-02-04 10:44:55.765437,Delhi
1263,20,Amoxicillin,10,207,2070,2026-04-02 10:44:55.765437,Delhi
1264,82,Paracetamol,9,209,1881,2026-01-26 10:44:55.765437,Bangalore
1265,116,Insulin,5,441,2205,2026-03-05 10:44:55.765437,Bangalore
1266,34,Antacid,10,314,3140,2026-02-16 10:44:55.765437,Bangalore
1267,113,Insulin,6,228,1368,2026-01-29 10:44:55.765437,Kolkata
1268,35,Insulin,3,414,1242,2026-02-19 10:44:55.765437,Delhi
1269,157,Cough Syrup,9,238,2142,2026-03-30 10:44:55.765437,Delhi
1270,39,Vitamin C,6,449,2694,2026-01-19 10:44:55.765437,Delhi
1271,1,Paracetamol,9,39,351,2026-03-22 10:44:55.765437,Bangalore
1272,20,Ibuprofen,10,266,2660,2026-03-03 10:44:55.765437,Bangalore
1273,27,Insulin,9,222,1998,2026-04-12 10:44:55.765437,Kolkata
1274,147,Amoxicillin,2,266,532,2026-03-18 10:44:55.765437,Kolkata
1275,142,Aspirin,3,472,1416,2026-03-10 10:44:55.765437,Delhi
1276,187,Paracetamol,4,99,396,2026-02-17 10:44:55.765437,Bangalore
1277,127,Insulin,10,179,1790,2026-03-13 10:44:55.765437,Kolkata
1278,62,Antacid,8,195,1560,2026-02-25 10:44:55.765437,Bangalore
1279,100,Paracetamol,6,116,696,2026-02-18 10:44:55.765437,Kolkata
1280,112,Amoxicillin,3,156,468,2026-02-08 10:44:55.765437,Delhi
1281,200,Amoxicillin,5,191,955,2026-01-22 10:44:55.765437,Bangalore
1282,5,Vitamin C,9,158,1422,2026-03-27 10:44:55.765437,Kolkata
1283,192,Vitamin C,4,365,1460,2026-03-01 10:44:55.765437,Delhi
1284,73,Amoxicillin,2,148,296,2026-01-22 10:44:55.765437,Mumbai
1285,167,Cough Syrup,7,365,2555,2026-04-02 10:44:55.765437,Delhi
1286,174,Paracetamol,3,228,684,2026-01-20 10:44:55.765437,Mumbai
1287,12,Amoxicillin,2,214,428,2026-01-29 10:44:55.765437,Bangalore
1288,152,Amoxicillin,4,63,252,2026-02-08 10:44:55.765437,Mumbai
1289,187,Cough Syrup,3,150,450,2026-04-14 10:44:55.765437,Mumbai
1290,190,Cough Syrup,5,133,665,2026-03-29 10:44:55.765437,Kolkata
1291,196,Antacid,4,126,504,2026-01-29 10:44:55.765437,Delhi
1292,13,Insulin,8,457,3656,2026-04-19 10:44:55.765437,Kolkata
1293,142,Antacid,8,493,3944,2026-01-24 10:44:55.765437,Mumbai
1294,102,Insulin,8,487,3896,2026-03-06 10:44:55.765437,Mumbai
1295,53,Antacid,5,67,335,2026-04-19 10:44:55.765437,Delhi
1296,153,Antacid,8,331,2648,2026-03-17 10:44:55.765437,Bangalore
1297,183,Paracetamol,2,449,898,2026-02-11 10:44:55.765437,Kolkata
1298,125,Antacid,8,322,2576,2026-04-19 10:44:55.765437,Bangalore
1299,128,Amoxicillin,6,92,552,2026-02-14 10:44:55.765437,Bangalore
1300,32,Aspirin,7,45,315,2026-03-02 10:44:55.765437,Kolkata
1301,34,Vitamin C,6,232,1392,2026-01-31 10:44:55.765437,Bangalore
1302,197,Cough Syrup,7,185,1295,2026-03-07 10:44:55.765437,Delhi
1303,54,Amoxicillin,1,427,427,2026-03-12 10:44:55.765437,Delhi
1304,20,Amoxicillin,3,302,906,2026-03-09 10:44:55.765437,Bangalore
1305,162,Aspirin,10,360,3600,2026-03-24 10:44:55.765437,Bangalore
1306,200,Insulin,2,181,362,2026-03-16 10:44:55.765437,Mumbai
1307,116,Vitamin C,7,242,1694,2026-02-15 10:44:55.765437,Bangalore
1308,16,Insulin,10,493,4930,2026-04-13 10:44:55.765437,Kolkata
1309,85,Insulin,3,146,438,2026-02-08 10:44:55.765437,Bangalore
1310,32,Vitamin C,6,189,1134,2026-03-10 10:44:55.765437,Delhi
1311,129,Antacid,4,487,1948,2026-02-08 10:44:55.765437,Bangalore
1312,132,Vitamin C,7,290,2030,2026-04-15 10:44:55.765437,Kolkata
1313,89,Vitamin C,6,490,2940,2026-03-05 10:44:55.765437,Bangalore
1314,127,Paracetamol,2,494,988,2026-01-30 10:44:55.765437,Delhi
